Date,inflation_rate,gdp_growth_rate,unemployment_rate,interest_rate,nominal_interest_rate,ppp,Close,High,Low,Open,Volume,price_return,inflation_adjusted_return,real_interest_rate,unemployment_rate_impact,ppp_adjusted_price
1988-06-01,,,,7.51,6.0,,,,,,,,,,,
1988-07-01,,,,7.75,6.0,,,,,,,,,,,
1988-08-01,,,,8.01,6.37,,,,,,,,,,,
1988-09-01,,,,8.19,6.5,,,,,,,,,,,
1988-10-01,,,,8.3,6.5,,,,,,,,,,,
1988-11-01,,,,8.35,6.5,,,,,,,,,,,
1988-12-01,,,,8.76,6.5,,,,,,,,,,,
1989-01-01,,,,9.12,6.5,,,,,,,,,,,
1989-02-01,,,,9.36,6.59,,,,,,,,,,,
1989-03-01,,,,9.85,7.0,,,,,,,,,,,
1989-04-01,,,,9.84,7.0,,,,,,,,,,,
1989-05-01,,,,9.81,7.0,,,,,,,,,,,
1989-06-01,,,,9.53,7.0,,,,,,,,,,,
1989-07-01,,,,9.24,7.0,,,,,,,,,,,
1989-08-01,,,,8.99,7.0,,,,,,,,,,,
1989-09-01,,,,9.02,7.0,,,,,,,,,,,
1989-10-01,,,,8.84,7.0,,,,,,,,,,,
1989-11-01,,,,8.55,7.0,,,,,,,,,,,
1989-12-01,,,,8.45,7.0,,,,,,,,,,,
1990-01-01,,,,8.23,7.0,1.0,,,,,,,,,,
1990-02-01,,,,8.24,7.0,1.0,,,,,,,,,,
1990-03-01,,,,8.28,7.0,1.0,,,,,,,,,,
1990-04-01,,,,8.26,7.0,1.0,,,,,,,,,,
1990-05-01,,,,8.18,7.0,1.0,,,,,,,,,,
1990-06-01,,,,8.29,7.0,1.0,,,,,,,,,,
1990-07-01,,,,8.15,7.0,1.0,,,,,,,,,,
1990-08-01,,,,8.13,7.0,1.0,,,,,,,,,,
1990-09-01,,,,8.2,7.0,1.0,,,,,,,,,,
1990-10-01,,,,8.11,7.0,1.0,,,,,,,,,,
1990-11-01,,,,7.81,7.0,1.0,,,,,,,,,,
1990-12-01,,,,7.31,6.79,1.0,,,,,,,,,,
1991-01-01,,,,6.91,6.5,1.0,,,,,,,,,,
1991-02-01,,,,6.25,6.0,1.0,,,,,,,,,,
1991-03-01,,,,6.12,6.0,1.0,,,,,,,,,,
1991-04-01,,,,5.91,5.98,1.0,,,,,,,,,,
1991-05-01,,,,5.78,5.5,1.0,,,,,,,,,,
1991-06-01,,,,5.9,5.5,1.0,,,,,,,,,,
1991-07-01,,,,5.82,5.5,1.0,,,,,,,,,,
1991-08-01,,,,5.66,5.5,1.0,,,,,,,,,,
1991-09-01,,,,5.45,5.2,1.0,,,,,,,,,,
1991-10-01,,,,5.21,5.0,1.0,,,,,,,,,,
1991-11-01,,,,4.81,4.58,1.0,,,,,,,,,,
1991-12-01,,,,4.43,4.11,1.0,,,,,,,,,,
1992-01-01,,,,4.03,3.5,1.0,,,,,,,,,,
1992-02-01,,,,4.06,3.5,1.0,,,,,,,,,,
1992-03-01,,,,3.98,3.5,1.0,,,,,,,,,,
1992-04-01,,,,3.73,3.5,1.0,,,,,,,,,,
1992-05-01,,,,3.82,3.5,1.0,,,,,,,,,,
1992-06-01,,,,3.76,3.5,1.0,,,,,,,,,,
1992-07-01,,,,3.25,3.02,1.0,,,,,,,,,,
1992-08-01,,,,3.3,3.0,1.0,,,,,,,,,,
1992-09-01,,,,3.22,3.0,1.0,,,,,,,,,,
1992-10-01,,,,3.1,3.0,1.0,,,,,,,,,,
1992-11-01,,,,3.09,3.0,1.0,,,,,,,,,,
1992-12-01,,,,2.92,3.0,1.0,,,,,,,,,,
1993-01-01,,,,3.02,3.0,1.0,,,,,,,,,,
1993-02-01,,,,3.03,3.0,1.0,,,,,,,,,,
1993-03-01,,,,3.07,3.0,1.0,,,,,,,,,,
1993-04-01,,,,2.96,3.0,1.0,,,,,,,,,,
1993-05-01,,,,3.0,3.0,1.0,,,,,,,,,,
1993-06-01,,,,3.04,3.0,1.0,,,,,,,,,,
1993-07-01,,,,3.06,3.0,1.0,,,,,,,,,,
1993-08-01,,,,3.03,3.0,1.0,,,,,,,,,,
1993-09-01,,,,3.09,3.0,1.0,,,,,,,,,,
1993-10-01,,,,2.99,3.0,1.0,,,,,,,,,,
1993-11-01,,,,3.02,3.0,1.0,,,,,,,,,,
1993-12-01,,,,2.96,3.0,1.0,,,,,,,,,,
1994-01-01,,,,3.05,3.0,1.0,,,,,,,,,,
1994-02-01,,,,3.25,3.0,1.0,,,,,,,,,,
1994-03-01,,,,3.34,3.0,1.0,,,,,,,,,,
1994-04-01,,,,3.56,3.0,1.0,,,,,,,,,,
1994-05-01,,,,4.01,3.24,1.0,,,,,,,,,,
1994-06-01,,,,4.25,3.5,1.0,,,,,,,,,,
1994-07-01,,,,4.26,3.5,1.0,,,,,,,,,,
1994-08-01,,,,4.47,3.76,1.0,,,,,,,,,,
1994-09-01,,,,4.73,4.0,1.0,,,,,,,,,,
1994-10-01,,,,4.76,4.0,1.0,,,,,,,,,,
1994-11-01,,,,5.29,4.4,1.0,,,,,,,,,,
1994-12-01,,,,5.45,4.75,1.0,,,,,,,,,,
1995-01-01,,,,5.53,4.75,1.0,,,,,,,,,,
1995-02-01,,,,5.92,5.25,1.0,,,,,,,,,,
1995-03-01,,,,5.98,5.25,1.0,,,,,,,,,,
1995-04-01,,,,6.05,5.25,1.0,,,,,,,,,,
1995-05-01,,,,6.01,5.25,1.0,,,,,,,,,,
1995-06-01,,,,6.0,5.25,1.0,,,,,,,,,,
1995-07-01,,,,5.85,5.25,1.0,,,,,,,,,,
1995-08-01,,,,5.74,5.25,1.0,,,,,,,,,,
1995-09-01,,,,5.8,5.25,1.0,,,,,,,,,,
1995-10-01,,,,5.76,5.25,1.0,,,,,,,,,,
1995-11-01,,,,5.8,5.25,1.0,,,,,,,,,,
1995-12-01,,,,5.6,5.25,1.0,,,,,,,,,,
1996-01-01,,,,5.56,5.24,1.0,,,,,,,,,,
1996-02-01,,,,5.22,5.0,1.0,,,,,,,,,,
1996-03-01,,,,5.31,5.0,1.0,,,,,,,,,,
1996-04-01,,,,5.22,5.0,1.0,,,,,,,,,,
1996-05-01,,,,5.24,5.0,1.0,,,,,,,,,,
1996-06-01,,,,5.27,5.0,1.0,,,,,,,,,,
1996-07-01,,,,5.4,5.0,1.0,,,,,,,,,,
1996-08-01,,,,5.22,5.0,1.0,,,,,,,,,,
1996-09-01,,,,5.3,5.0,1.0,,,,,,,,,,
1996-10-01,,,,5.24,5.0,1.0,,,,,,,,,,
1996-11-01,,,,5.31,5.0,1.0,,,,,,,,,,
1996-12-01,,,,5.29,5.0,1.0,,,,,,,,,,
1997-01-01,,,,5.25,5.0,1.0,,,,,,,,,,
1997-02-01,,,,5.19,5.0,1.0,,,,,,,,,,
1997-03-01,,,,5.39,5.0,1.0,,,,,,,,,,
1997-04-01,,,,5.51,5.0,1.0,,,,,,,,,,
1997-05-01,,,,5.5,5.0,1.0,,,,,,,,,,
1997-06-01,,,,5.56,5.0,1.0,,,,,,,,,,
1997-07-01,,,,5.52,5.0,1.0,,,,,,,,,,
1997-08-01,,,,5.54,5.0,1.0,,,,,,,,,,
1997-09-01,,,,5.54,5.0,1.0,,,,,,,,,,
1997-10-01,,,,5.5,5.0,1.0,,,,,,,,,,
1997-11-01,,,,5.52,5.0,1.0,,,,,,,,,,
1997-12-01,,,,5.5,5.0,1.0,,,,,,,,,,
1998-01-01,,,,5.56,5.0,1.0,,,,,,,,,,
1998-02-01,,,,5.51,5.0,1.0,,,,,,,,,,
1998-03-01,,,,5.49,5.0,1.0,,,,,,,,,,
1998-04-01,,,,5.45,5.0,1.0,,,,,,,,,,
1998-05-01,,,,5.49,5.0,1.0,,,,,,,,,,
1998-06-01,,,,5.56,5.0,1.0,,,,,,,,,,
1998-07-01,,,,5.54,5.0,1.0,,,,,,,,,,
1998-08-01,,,,5.55,5.0,1.0,,,,,,,,,,
1998-09-01,,,,5.51,5.0,1.0,,,,,,,,,,
1998-10-01,,,,5.07,4.86,1.0,,,,,,,,,,
1998-11-01,,,,4.83,4.63,1.0,,,,,,,,,,
1998-12-01,,,,4.68,4.5,1.0,,,,,,,,,,
1999-01-01,,,,4.63,4.5,1.0,,,,,,,,,,
1999-02-01,,,,4.76,4.5,1.0,,,,,,,,,,
1999-03-01,,,,4.81,4.5,1.0,,,,,,,,,,
1999-04-01,,,,4.74,4.5,1.0,,,,,,,,,,
1999-05-01,,,,4.74,4.5,1.0,,,,,,,,,,
1999-06-01,,,,4.76,4.5,1.0,,,,,,,,,,
1999-07-01,,,,4.99,4.5,1.0,,,,,,,,,,
1999-08-01,,,,5.07,4.56,1.0,,,,,,,,,,
1999-09-01,,,,5.22,4.75,1.0,,,,,,,,,,
1999-10-01,,,,5.2,4.75,1.0,,,,,,,,,,
1999-11-01,,,,5.42,4.86,1.0,,,,,,,,,,
1999-12-01,,,,5.3,5.0,1.0,,,,,,,,,,
2000-01-01,,,,5.45,5.0,1.0,,,,,,,,,,
2000-02-01,,,,5.73,5.24,1.0,,,,,,,,,,
2000-03-01,,,,5.85,5.34,1.0,,,,,,,,,,
2000-04-01,,,,6.02,5.5,1.0,,,,,,,,,,
2000-05-01,,,,6.27,5.71,1.0,,,,,,,,,,
2000-06-01,,,,6.53,6.0,1.0,,,,,,,,,,
2000-07-01,,,,6.54,6.0,1.0,,,,,,,,,,
2000-08-01,,,,6.5,6.0,1.0,,,,,,,,,,
2000-09-01,,,,6.52,6.0,1.0,,,,,,,,,,
2000-10-01,,,,6.51,6.0,1.0,,,,,,,,,,
2000-11-01,,,,6.51,6.0,1.0,,,,,,,,,,
2000-12-01,,,,6.4,6.0,1.0,,,,,,,,,,
2001-01-01,,,,5.98,5.52,1.0,,,,,,,,,,
2001-02-01,,,,5.49,5.0,1.0,,,,,,,,,,
2001-03-01,,,,5.31,4.81,1.0,,,,,,,,,,
2001-04-01,,,,4.8,4.28,1.0,,,,,,,,,,
2001-05-01,,,,4.21,3.73,1.0,,,,,,,,,,
2001-06-01,,,,3.97,3.47,1.0,,,,,,,,,,
2001-07-01,,,,3.77,3.25,1.0,,,,,,,,,,
2001-08-01,,,,3.65,3.16,1.0,,,,,,,,,,
2001-09-01,,,,3.07,2.77,1.0,,,,,,,,,,
2001-10-01,,,,2.49,2.02,1.0,,,,,,,,,,
2001-11-01,,,,2.09,1.58,1.0,,,,,,,,,,
2001-12-01,,,,1.82,1.33,1.0,,,,,,,,,,
2002-01-01,,,,1.73,1.25,1.0,,,,,,,,,,
2002-02-01,,,,1.74,1.25,1.0,,,,,,,,,,
2002-03-01,,,,1.73,1.25,1.0,,,,,,,,,,
2002-04-01,,,,1.75,1.25,1.0,,,,,,,,,,
2002-05-01,,,,1.75,1.25,1.0,,,,,,,,,,
2002-06-01,,,,1.75,1.25,1.0,,,,,,,,,,
2002-07-01,,,,1.73,1.25,1.0,,,,,,,,,,
2002-08-01,,,,1.74,1.25,1.0,,,,,,,,,,
2002-09-01,,,,1.75,1.25,1.0,,,,,,,,,,
2002-10-01,,,,1.75,1.25,1.0,,,,,,,,,,
2002-11-01,,,,1.34,0.83,1.0,,,,,,,,,,
2002-12-01,,,,1.24,0.75,1.0,,,,,,,,,,
2003-01-01,,,,1.24,2.25,1.0,,,,,,,,,,
2003-02-01,,,,1.26,2.25,1.0,,,,,,,,,,
2003-03-01,,,,1.25,2.25,1.0,,,,,,,,,,
2003-04-01,,,,1.26,2.25,1.0,,,,,,,,,,
2003-05-01,,,,1.26,2.25,1.0,,,,,,,,,,
2003-06-01,,,,1.22,2.0,1.0,,,,,,,,,,
2003-07-01,,,,1.01,2.0,1.0,,,,,,,,,,
2003-08-01,,,,1.03,2.0,1.0,,,,,,,,,,
2003-09-01,,,,1.01,2.0,1.0,,,,,,,,,,
2003-10-01,,,,1.01,2.0,1.0,,,,,,,,,,
2003-11-01,,,,1.0,2.0,1.0,,,,,,,,,,
2003-12-01,,,,0.98,2.0,1.0,,,,,,,,,,
2004-01-01,,,,1.0,2.0,1.0,,,,,,,,,,
2004-02-01,,,,1.01,2.0,1.0,,,,,,,,,,
2004-03-01,,,,1.0,2.0,1.0,,,,,,,,,,
2004-04-01,,,,1.0,2.0,1.0,,,,,,,,,,
2004-05-01,,,,1.0,2.0,1.0,,,,,,,,,,
2004-06-01,,,,1.03,2.25,1.0,,,,,,,,,,
2004-07-01,,,,1.26,2.25,1.0,,,,,,,,,,
2004-08-01,,,,1.43,2.5,1.0,,,,,,,,,,
2004-09-01,,,,1.61,2.75,1.0,,,,,,,,,,
2004-10-01,,,,1.76,2.75,1.0,,,,,,,,,,
2004-11-01,,,,1.93,3.0,1.0,,,,,,,,,,
2004-12-01,,,,2.16,3.25,1.0,,,,,,,,,,
2005-01-01,,,,2.28,3.25,1.0,,,,,,,,,,
2005-02-01,,,,2.5,3.5,1.0,,,,,,,,,,
2005-03-01,,,,2.63,3.75,1.0,,,,,,,,,,
2005-04-01,,,,2.79,3.75,1.0,,,,,,,,,,
2005-05-01,,,,3.0,4.0,1.0,,,,,,,,,,
2005-06-01,,,,3.04,4.25,1.0,,,,,,,,,,
2005-07-01,,,,3.26,4.25,1.0,,,,,,,,,,
2005-08-01,,,,3.5,4.5,1.0,,,,,,,,,,
2005-09-01,,,,3.62,4.75,1.0,,,,,,,,,,
2005-10-01,,,,3.78,4.75,1.0,,,,,,,,,,
2005-11-01,,,,4.0,5.0,1.0,,,,,,,,,,
2005-12-01,,,,4.16,5.25,1.0,,,,,,,,,,
2006-01-01,,,,4.29,5.5,1.0,,,,,,,,,,
2006-02-01,,,,4.49,5.5,1.0,,,,,,,,,,
2006-03-01,,,,4.59,5.75,1.0,,,,,,,,,,
2006-04-01,,,,4.79,5.75,1.0,,,,,,,,,,
2006-05-01,,,,4.94,6.0,1.0,,,,,,,,,,
2006-06-01,,,,4.99,6.25,1.0,,,,,,,,,,
2006-07-01,,,,5.24,6.25,1.0,,,,,,,,,,
2006-08-01,,,,5.25,6.25,1.0,,,,,,,,,,
2006-09-01,,,,5.25,6.25,1.0,,,,,,,,,,
2006-10-01,,,,5.25,6.25,1.0,,,,,,,,,,
2006-11-01,,,,5.25,6.25,1.0,,,,,,,,,,
2006-12-01,,,,5.24,6.25,1.0,,,,,,,,,,
2007-01-01,,,,5.25,6.25,1.0,,,,,,,,,,
2007-02-01,,,,5.26,6.25,1.0,,,,,,,,,,
2007-03-01,,,,5.26,6.25,1.0,,,,,,,,,,
2007-04-01,,,,5.25,6.25,1.0,,,,,,,,,,
2007-05-01,,,,5.25,6.25,1.0,,,,,,,,,,
2007-06-01,,,,5.25,6.25,1.0,,,,,,,,,,
2007-07-01,,,,5.26,6.25,1.0,,,,,,,,,,
2007-08-01,,,,5.02,5.75,1.0,,,,,,,,,,
2007-09-01,,,,4.94,5.25,1.0,,,,,,,,,,
2007-10-01,,,,4.76,5.0,1.0,,,,,,,,,,
2007-11-01,,,,4.49,5.0,1.0,,,,,,,,,,
2007-12-01,,,,4.24,4.75,1.0,,,,,,,,,,
2008-01-01,,,,3.94,3.5,1.0,,,,,,,,,,
2008-02-01,,,,2.98,3.5,1.0,,,,,,,,,,
2008-03-01,,,,2.61,2.5,1.0,,,,,,,,,,
2008-04-01,,,,2.28,2.25,1.0,,,,,,,,,,
2008-05-01,,,,1.98,2.25,1.0,,,,,,,,,,
2008-06-01,,,,2.0,2.25,1.0,,,,,,,,,,
2008-07-01,,,,2.01,2.25,1.0,,,,,,,,,,
2008-08-01,,,,2.0,2.25,1.0,,,,,,,,,,
2008-09-01,,,,1.81,2.25,1.0,,,,,,,,,,
2008-10-01,,,,0.97,1.25,1.0,,,,,,,,,,
2008-11-01,,,,0.39,1.25,1.0,,,,,,,,,,
2008-12-01,,,,0.16,0.5,1.0,,,,,,,,,,
2009-01-01,,,,0.15,0.5,1.0,,,,,,,,,,
2009-02-01,,,,0.22,0.5,1.0,,,,,,,,,,
2009-03-01,,,,0.18,0.5,1.0,,,,,,,,,,
2009-04-01,,,,0.15,0.5,1.0,,,,,,,,,,
2009-05-01,,,,0.18,0.5,1.0,,,,,,,,,,
2009-06-01,,,,0.21,0.5,1.0,,,,,,,,,,
2009-07-01,,,,0.16,0.5,1.0,,,,,,,,,,
2009-08-01,,,,0.16,0.5,1.0,,,,,,,,,,
2009-09-01,,,,0.15,0.5,1.0,,,,,,,,,,
2009-10-01,,,,0.12,0.5,1.0,,,,,,,,,,
2009-11-01,,,,0.12,0.5,1.0,,,,,,,,,,
2009-12-01,,,,0.12,0.5,1.0,,,,,,,,,,
2010-01-01,,,,0.11,0.5,1.0,,,,,,,,,,
2010-02-01,,,,0.13,0.75,1.0,,,,,,,,,,
2010-03-01,,,,0.16,0.75,1.0,,,,,,,,,,
2010-04-01,,,,0.2,0.75,1.0,,,,,,,,,,
2010-05-01,,,,0.2,0.75,1.0,,,,,,,,,,
2010-06-01,,,,0.18,0.75,1.0,,,,,,,,,,
2010-07-01,,,,0.18,0.75,1.0,,,,,,,,,,
2010-08-01,,,,0.19,0.75,1.0,,,,,,,,,,
2010-09-01,,,,0.19,0.75,1.0,,,,,,,,,,
2010-10-01,,,,0.19,0.75,1.0,,,,,,,,,,
2010-11-01,,,,0.19,0.75,1.0,,,,,,,,,,
2010-12-01,,,,0.18,0.75,1.0,,,,,,,,,,
2011-01-01,,,,0.17,0.75,1.0,,,,,,,,,,
2011-02-01,,,,0.16,0.75,1.0,,,,,,,,,,
2011-03-01,,,,0.14,0.75,1.0,,,,,,,,,,
2011-04-01,,,,0.1,0.75,1.0,,,,,,,,,,
2011-05-01,,,,0.09,0.75,1.0,,,,,,,,,,
2011-06-01,,,,0.09,0.75,1.0,,,,,,,,,,
2011-07-01,,,,0.07,0.75,1.0,,,,,,,,,,
2011-08-01,,,,0.1,0.75,1.0,,,,,,,,,,
2011-09-01,,,,0.08,0.75,1.0,,,,,,,,,,
2011-10-01,,,,0.07,0.75,1.0,,,,,,,,,,
2011-11-01,,,,0.08,0.75,1.0,,,,,,,,,,
2011-12-01,,,,0.07,0.75,1.0,,,,,,,,,,
2012-01-01,,,,0.08,0.75,1.0,,,,,,,,,,
2012-02-01,,,,0.1,0.75,1.0,,,,,,,,,,
2012-03-01,,,,0.13,0.75,1.0,,,,,,,,,,
2012-04-01,,,,0.14,0.75,1.0,,,,,,,,,,
2012-05-01,,,,0.16,0.75,1.0,,,,,,,,,,
2012-06-01,,,,0.16,0.75,1.0,,,,,,,,,,
2012-07-01,,,,0.16,0.75,1.0,,,,,,,,,,
2012-08-01,,,,0.13,0.75,1.0,,,,,,,,,,
2012-09-01,,,,0.14,0.75,1.0,,,,,,,,,,
2012-10-01,,,,0.16,0.75,1.0,,,,,,,,,,
2012-11-01,,,,0.16,0.75,1.0,,,,,,,,,,
2012-12-01,,,,0.16,0.75,1.0,,,,,,,,,,
2013-01-01,,,,0.14,0.75,1.0,,,,,,,,,,
2013-02-01,,,,0.15,0.75,1.0,,,,,,,,,,
2013-03-01,,,,0.14,0.75,1.0,,,,,,,,,,
2013-04-01,,,,0.15,0.75,1.0,,,,,,,,,,
2013-05-01,,,,0.11,0.75,1.0,,,,,,,,,,
2013-06-01,,,,0.09,0.75,1.0,,,,,,,,,,
2013-07-01,,,,0.09,0.75,1.0,,,,,,,,,,
2013-08-01,,,,0.08,0.75,1.0,,,,,,,,,,
2013-09-01,,,,0.08,0.75,1.0,,,,,,,,,,
2013-10-01,,,,0.09,0.75,1.0,,,,,,,,,,
2013-11-01,,,,0.08,0.75,1.0,,,,,,,,,,
2013-12-01,,,,0.09,0.75,1.0,,,,,,,,,,
2014-01-01,,,,0.07,0.75,1.0,,,,,,,,,,
2014-02-01,,,,0.07,0.75,1.0,,,,,,,,,,
2014-03-01,,,,0.08,0.75,1.0,,,,,,,,,,
2014-04-01,,,,0.09,0.75,1.0,,,,,,,,,,
2014-05-01,,,,0.09,0.75,1.0,,,,,,,,,,
2014-06-01,,,,0.1,0.75,1.0,,,,,,,,,,
2014-07-01,,,,0.09,0.75,1.0,,,,,,,,,,
2014-08-01,,,,0.09,0.75,1.0,,,,,,,,,,
2014-09-01,,,,0.09,0.75,1.0,,,,,,,,,,
2014-10-01,,,,0.09,0.75,1.0,,,,,,,,,,
2014-11-01,,,,0.09,0.75,1.0,,,,,,,,,,
2014-12-01,,,,0.12,0.75,1.0,,,,,,,,,,
2015-01-01,,,,0.11,0.75,1.0,,,,,,,,,,
2015-02-01,,,,0.11,0.75,1.0,,,,,,,,,,
2015-03-01,,,,0.11,0.75,1.0,,,,,,,,,,
2015-04-01,,,,0.12,0.75,1.0,,,,,,,,,,
2015-05-01,,,,0.12,0.75,1.0,,,,,,,,,,
2015-06-01,,,,0.13,0.75,1.0,,,,,,,,,,
2015-07-01,,,,0.13,0.75,1.0,,,,,,,,,,
2015-08-01,,,,0.14,0.75,1.0,,,,,,,,,,
2015-09-01,,,,0.14,0.75,1.0,,,,,,,,,,
2015-10-01,,,,0.12,0.75,1.0,,,,,,,,,,
2015-11-01,,,,0.12,0.75,1.0,,,,,,,,,,
2015-12-01,,,,0.24,1.0,1.0,,,,,,,,,,
2016-01-01,,,,0.34,1.0,1.0,,,,,,,,,,
2016-02-01,,,,0.38,1.0,1.0,,,,,,,,,,
2016-03-01,,,,0.36,1.0,1.0,,,,,,,,,,
2016-04-01,,,,0.37,1.0,1.0,,,,,,,,,,
2016-05-01,,,,0.37,1.0,1.0,,,,,,,,,,
2016-06-01,,,,0.38,1.0,1.0,,,,,,,,,,
2016-07-01,,,,0.39,1.0,1.0,,,,,,,,,,
2016-08-01,,,,0.4,1.0,1.0,,,,,,,,,,
2016-09-01,,,,0.4,1.0,1.0,,,,,,,,,,
2016-10-01,,,,0.4,1.0,1.0,,,,,,,,,,
2016-11-01,,,,0.41,1.0,1.0,,,,,,,,,,
2016-12-01,,,,0.54,1.25,1.0,,,,,,,,,,
2017-01-01,,,,0.65,1.25,1.0,,,,,,,,,,
2017-02-01,,,,0.66,1.25,1.0,,,,,,,,,,
2017-03-01,,,,0.79,1.5,1.0,,,,,,,,,,
2017-04-01,,,,0.9,1.5,1.0,,,,,,,,,,
2017-05-01,,,,0.91,1.5,1.0,,,,,,,,,,
2017-06-01,,,,1.04,1.75,1.0,,,,,,,,,,
2017-07-01,,,,1.15,1.75,1.0,,,,,,,,,,
2017-08-01,,,,1.16,1.75,1.0,,,,,,,,,,
2017-09-01,,,,1.15,1.75,1.0,,,,,,,,,,
2017-10-01,,,,1.15,1.75,1.0,,,,,,,,,,
2017-11-01,,,,1.16,1.75,1.0,,,,,,,,,,
2017-12-01,,,,1.3,2.0,1.0,,,,,,,,,,
2018-01-01,,,,1.41,2.0,1.0,,,,,,,,,,
2018-02-01,,,,1.42,2.0,1.0,,,,,,,,,,
2018-03-01,,,,1.51,2.25,1.0,,,,,,,,,,
2018-04-01,,,,1.69,2.25,1.0,,,,,,,,,,
2018-05-01,,,,1.7,2.25,1.0,,,,,,,,,,
2018-06-01,,,,1.82,2.5,1.0,,,,,,,,,,
2018-07-01,,,,1.91,2.5,1.0,,,,,,,,,,
2018-08-01,,,,1.91,2.5,1.0,,,,,,,,,,
2018-09-01,,,,1.95,2.75,1.0,,,,,,,,,,
2018-10-01,,,,2.19,2.75,1.0,,,,,,,,,,
2018-11-01,,,,2.2,2.75,1.0,,,,,,,,,,
2018-12-01,,,,2.27,3.0,1.0,,,,,,,,,,
2019-01-01,,,,2.4,3.0,1.0,,,,,,,,,,
2019-02-01,,,,2.4,3.0,1.0,,,,,,,,,,
2019-03-01,,,,2.41,3.0,1.0,,,,,,,,,,
2019-04-01,,,,2.42,3.0,1.0,,,,,,,,,,
2019-05-01,,,,2.39,3.0,1.0,,,,,,,,,,
2019-06-01,,,,2.38,3.0,1.0,,,,,,,,,,
2019-07-01,,,,2.4,3.0,1.0,,,,,,,,,,
2019-08-01,,,,2.13,2.75,1.0,,,,,,,,,,
2019-09-01,,,,2.04,2.5,1.0,,,,,,,,,,
2019-10-01,,,,1.83,2.25,1.0,,,,,,,,,,
2019-11-01,,,,1.55,2.25,1.0,,,,,,,,,,
2019-12-01,,,,1.55,2.25,1.0,,,,,,,,,,
2020-01-01,,,,1.55,2.25,1.0,7200.17431640625,7254.33056640625,7174.9443359375,7194.89208984375,18565664997.0,,,,,7200.17431640625
2020-01-02,,,,1.55,2.25,1.0,6985.47021484375,7212.1552734375,6935.27001953125,7202.55126953125,20802083465.0,-0.029819292162590716,,,,6985.47021484375
2020-01-03,,,,1.55,2.25,1.0,7344.88427734375,7413.71533203125,6914.99609375,6984.4287109375,28111481032.0,0.05145166344511276,,,,7344.88427734375
2020-01-04,,,,1.55,2.25,1.0,7410.65673828125,7427.3857421875,7309.51416015625,7345.37548828125,18444271275.0,0.008954866877941559,,,,7410.65673828125
2020-01-05,,,,1.55,2.25,1.0,7411.3173828125,7544.4970703125,7400.53564453125,7410.45166015625,19725074095.0,8.914790612779555e-05,,,,7411.3173828125
2020-01-06,,,,1.55,2.25,1.0,7769.21923828125,7781.8671875,7409.29296875,7410.4521484375,23276261598.0,0.04829126010697582,,,,7769.21923828125
2020-01-07,,,,1.55,2.25,1.0,8163.6923828125,8178.2158203125,7768.2275390625,7768.68212890625,28767291327.0,0.050773846435889336,,,,8163.6923828125
2020-01-08,,,,1.55,2.25,1.0,8079.86279296875,8396.73828125,7956.7744140625,8161.935546875,31672559265.0,-0.010268587535248286,,,,8079.86279296875
2020-01-09,,,,1.55,2.25,1.0,7879.0712890625,8082.2958984375,7842.40380859375,8082.2958984375,24045990466.0,-0.024850855645838776,,,,7879.0712890625
2020-01-10,,,,1.55,2.25,1.0,8166.55419921875,8166.55419921875,7726.77490234375,7878.3076171875,28714583844.0,0.03648690303834745,,,,8166.55419921875
2020-01-11,,,,1.55,2.25,1.0,8037.53759765625,8218.359375,8029.64208984375,8162.19091796875,25521165085.0,-0.015798168776598898,,,,8037.53759765625
2020-01-12,,,,1.55,2.25,1.0,8192.494140625,8200.0634765625,8009.05908203125,8033.26171875,22903438381.0,0.019279106453440997,,,,8192.494140625
2020-01-13,,,,1.55,2.25,1.0,8144.1943359375,8197.7880859375,8079.70068359375,8189.77197265625,22482910688.0,-0.005895616628883604,,,,8144.1943359375
2020-01-14,,,,1.55,2.25,1.0,8827.7646484375,8879.51171875,8140.93310546875,8140.93310546875,44841784107.0,0.08393344808628167,,,,8827.7646484375
2020-01-15,,,,1.55,2.25,1.0,8807.0107421875,8890.1171875,8657.1875,8825.34375,40102834650.0,-0.002350980919464507,,,,8807.0107421875
2020-01-16,,,,1.55,2.25,1.0,8723.7861328125,8846.4609375,8612.095703125,8812.4814453125,31313981931.0,-0.009449813541879348,,,,8723.7861328125
2020-01-17,,,,1.55,2.25,1.0,8929.0380859375,8958.1220703125,8677.31640625,8725.2099609375,36372139320.0,0.02352785247141642,,,,8929.0380859375
2020-01-18,,,,1.55,2.25,1.0,8942.80859375,9012.1982421875,8827.33203125,8927.2119140625,32337772627.0,0.0015422162701026476,,,,8942.80859375
2020-01-19,,,,1.55,2.25,1.0,8706.2451171875,9164.3623046875,8620.080078125,8941.4453125,34217320471.0,-0.026452928527155417,,,,8706.2451171875
2020-01-20,,,,1.55,2.25,1.0,8657.642578125,8745.5908203125,8560.4736328125,8704.6318359375,26422375678.0,-0.005582491465413786,,,,8657.642578125
2020-01-21,,,,1.55,2.25,1.0,8745.89453125,8755.7060546875,8544.5205078125,8658.9912109375,24097418512.0,0.010193531591149663,,,,8745.89453125
2020-01-22,,,,1.55,2.25,1.0,8680.8759765625,8792.994140625,8636.7470703125,8744.2109375,22600204051.0,-0.007434180055016837,,,,8680.8759765625
