Date,inflation_rate,gdp_growth_rate,unemployment_rate,interest_rate,nominal_interest_rate,ppp,Close,High,Low,Open,Volume,price_return,inflation_adjusted_return,real_interest_rate,unemployment_rate_impact,ppp_adjusted_price
2021-03-19,,,,0.07,0.25,1.0,58346.65234375,59498.375,56643.703125,57850.44140625,49063873786.0,0.008429650137686817,,,,58346.65234375
2021-03-20,,,,0.07,0.25,1.0,58313.64453125,60031.28515625,58213.296875,58332.26171875,50361731222.0,-0.0005657190459794625,,,,58313.64453125
2021-03-21,,,,0.07,0.25,1.0,57523.421875,58767.8984375,56005.6171875,58309.9140625,51943414539.0,-0.013551247955811196,,,,57523.421875
2021-03-22,,,,0.07,0.25,1.0,54529.14453125,58471.48046875,54288.15625,57517.890625,56521454974.0,-0.05205318540083803,,,,54529.14453125
2021-03-23,,,,0.07,0.25,1.0,54738.9453125,55985.44140625,53470.6953125,54511.66015625,56435023914.0,0.0038474981233158623,,,,54738.9453125
2021-03-24,,,,0.07,0.25,1.0,52774.265625,57262.3828125,52514.33203125,54710.48828125,70567223787.0,-0.035891807492523076,,,,52774.265625
2021-03-25,,,,0.07,0.25,1.0,51704.16015625,53392.38671875,50856.5703125,52726.74609375,67999812841.0,-0.020277031922222966,,,,51704.16015625
2021-03-26,,,,0.07,0.25,1.0,55137.3125,55137.3125,51579.85546875,51683.01171875,56652197978.0,0.06639992475218648,,,,55137.3125
2021-03-27,,,,0.07,0.25,1.0,55973.51171875,56568.21484375,54242.91015625,55137.56640625,47266542233.0,0.015165759461888806,,,,55973.51171875
2021-03-28,,,,0.07,0.25,1.0,55950.74609375,56610.3125,55071.11328125,55974.94140625,47686580918.0,-0.0004067213991215679,,,,55950.74609375
2021-03-29,,,,0.07,0.25,1.0,57750.19921875,58342.09765625,55139.33984375,55947.8984375,57625587027.0,0.03216137854506651,,,,57750.19921875
2021-03-30,,,,0.07,0.25,1.0,58917.69140625,59447.22265625,57251.55078125,57750.1328125,54414116432.0,0.020216245195582738,,,,58917.69140625
2021-03-31,,,,0.07,0.25,1.0,58918.83203125,59930.02734375,57726.41796875,58930.27734375,65520826225.0,1.9359634988669328e-05,,,,58918.83203125
2021-04-01,,,,0.07,0.25,1.0,59095.80859375,59586.0703125,58505.27734375,58926.5625,61669163792.0,0.0030037350775407035,,,,59095.80859375
2021-04-02,,,,0.07,0.25,1.0,59384.3125,60267.1875,58869.28125,59098.87890625,58727860620.0,0.004881969011259368,,,,59384.3125
2021-04-03,,,,0.07,0.25,1.0,57603.890625,60110.26953125,57603.890625,59397.41015625,59641344484.0,-0.029981350293480258,,,,57603.890625
2021-04-04,,,,0.07,0.25,1.0,58758.5546875,58913.74609375,57168.67578125,57604.83984375,50749662970.0,0.0200448971410081,,,,58758.5546875
2021-04-05,,,,0.07,0.25,1.0,59057.87890625,59891.296875,57694.82421875,58760.875,60706272115.0,0.005094138552963257,,,,59057.87890625
2021-04-06,,,,0.07,0.25,1.0,58192.359375,59479.578125,57646.80859375,59171.93359375,66058027988.0,-0.014655445594718208,,,,58192.359375
2021-04-07,,,,0.07,0.25,1.0,56048.9375,58731.14453125,55604.0234375,58186.5078125,75645303584.0,-0.036833390122360865,,,,56048.9375
2021-04-08,,,,0.07,0.25,1.0,58323.953125,58338.73828125,55879.0859375,56099.9140625,53053855641.0,0.04058980823677527,,,,58323.953125
2021-04-09,,,,0.07,0.25,1.0,58245.00390625,58937.046875,57807.86328125,58326.5625,46655208546.0,-0.0013536328475677317,,,,58245.00390625
2021-04-10,,,,0.07,0.25,1.0,59793.234375,61276.6640625,58038.70703125,58253.77734375,58238470525.0,0.026581343719059625,,,,59793.234375
2021-04-11,,,,0.07,0.25,1.0,60204.96484375,60790.5546875,59289.796875,59846.23046875,46280252580.0,0.006885903949730876,,,,60204.96484375
2021-04-12,,,,0.07,0.25,1.0,59893.453125,61253.03515625,59589.875,60175.9453125,51828688519.0,-0.005174186540237491,,,,59893.453125
2021-04-13,,,,0.07,0.25,1.0,63503.45703125,63742.28515625,59869.95703125,59890.01953125,69983454362.0,0.06027376479221824,,,,63503.45703125
2021-04-14,,,,0.07,0.25,1.0,63109.6953125,64863.09765625,61554.796875,63523.75390625,77451779687.0,-0.00620063437737306,,,,63109.6953125
2021-04-15,,,,0.07,0.25,1.0,63314.01171875,63821.671875,62208.96484375,63075.1953125,60954381579.0,0.003237480473297971,,,,63314.01171875
2021-04-16,,,,0.07,0.25,1.0,61572.7890625,63594.72265625,60222.53125,63258.50390625,84293007468.0,-0.027501379378466195,,,,61572.7890625
2021-04-17,,,,0.07,0.25,1.0,60683.8203125,62572.17578125,60361.3515625,61529.921875,66138759198.0,-0.014437688523377457,,,,60683.8203125
2021-04-18,,,,0.07,0.25,1.0,56216.18359375,61057.45703125,52829.53515625,60701.88671875,97468872758.0,-0.0736215468265391,,,,56216.18359375
2021-04-19,,,,0.07,0.25,1.0,55724.265625,57520.0546875,54368.59375,56191.5859375,65344865159.0,-0.008750468945115109,,,,55724.265625
2021-04-20,,,,0.07,0.25,1.0,56473.03125,57062.1484375,53448.046875,55681.79296875,67849323955.0,0.013436976092944253,,,,56473.03125
2021-04-21,,,,0.07,0.25,1.0,53906.08984375,56757.97265625,53695.46875,56471.12890625,54926612466.0,-0.045454287638402646,,,,53906.08984375
2021-04-22,,,,0.07,0.25,1.0,51762.2734375,55410.23046875,50583.8125,53857.10546875,74798630778.0,-0.0397694659817468,,,,51762.2734375
2021-04-23,,,,0.07,0.25,1.0,51093.65234375,52120.79296875,47714.6640625,51739.80859375,86668667320.0,-0.012917150838772984,,,,51093.65234375
2021-04-24,,,,0.07,0.25,1.0,50050.8671875,51167.5625,48805.28515625,51143.2265625,49014494781.0,-0.02040928977310741,,,,50050.8671875
2021-04-25,,,,0.07,0.25,1.0,49004.25390625,50506.01953125,47159.484375,50052.83203125,46117114240.0,-0.02091099195802515,,,,49004.25390625
2021-04-26,,,,0.07,0.25,1.0,54021.75390625,54288.00390625,48852.796875,49077.79296875,58284039825.0,0.10238907033660749,,,,54021.75390625
2021-04-27,,,,0.07,0.25,1.0,55033.1171875,55416.96484375,53319.1875,54030.3046875,49448222757.0,0.018721407731506323,,,,55033.1171875
2021-04-28,,,,0.07,0.25,1.0,54824.703125,56227.20703125,53887.91796875,55036.63671875,48000572955.0,-0.003787066282106566,,,,54824.703125
2021-04-29,,,,0.07,0.25,1.0,53555.109375,55115.84375,52418.02734375,54858.08984375,46088929780.0,-0.02315733013830157,,,,53555.109375
2021-04-30,,,,0.07,0.25,1.0,57750.17578125,57900.71875,53129.6015625,53568.6640625,52395931985.0,0.07833176806484676,,,,57750.17578125
2021-05-01,,,,0.06,0.25,1.0,57828.05078125,58448.33984375,57052.2734375,57714.6640625,42836427360.0,0.0013484807439372304,,,,57828.05078125
2021-05-02,,,,0.06,0.25,1.0,56631.078125,57902.59375,56141.90625,57825.86328125,38177405335.0,-0.020698824187899145,,,,56631.078125
2021-05-03,,,,0.06,0.25,1.0,57200.29296875,58973.30859375,56590.87109375,56620.2734375,51713139031.0,0.010051280367532334,,,,57200.29296875
2021-05-04,,,,0.06,0.25,1.0,53333.5390625,57214.1796875,53191.42578125,57214.1796875,68564706967.0,-0.06760024652955021,,,,53333.5390625
2021-05-05,,,,0.06,0.25,1.0,57424.0078125,57911.36328125,52969.0546875,53252.1640625,69241316747.0,0.07669599321369813,,,,57424.0078125
2021-05-06,,,,0.06,0.25,1.0,56396.515625,58363.31640625,55382.5078125,57441.30859375,69523285106.0,-0.01789307689659958,,,,56396.515625
2021-05-07,,,,0.06,0.25,1.0,57356.40234375,58606.6328125,55321.84765625,56413.953125,68434023376.0,0.017020319573156195,,,,57356.40234375
2021-05-08,,,,0.06,0.25,1.0,58803.77734375,59464.61328125,56975.2109375,57352.765625,65382980634.0,0.02523475916996243,,,,58803.77734375
2021-05-09,,,,0.06,0.25,1.0,58232.31640625,59210.8828125,56482.00390625,58877.390625,65906690347.0,-0.009718099130935132,,,,58232.31640625
2021-05-10,,,,0.06,0.25,1.0,55859.796875,59519.35546875,54071.45703125,58250.87109375,71776546298.0,-0.04074231762821234,,,,55859.796875
2021-05-11,,,,0.06,0.25,1.0,56704.57421875,56872.54296875,54608.65234375,55847.2421875,61308396325.0,0.01512317249631967,,,,56704.57421875
2021-05-12,,,,0.06,0.25,1.0,49150.53515625,57939.36328125,49150.53515625,56714.53125,75215403907.0,-0.1332174549686006,,,,49150.53515625
2021-05-13,,,,0.06,0.25,1.0,49716.19140625,51330.84375,46980.01953125,49735.43359375,96721152926.0,0.011508648851976444,,,,49716.19140625
2021-05-14,,,,0.06,0.25,1.0,49880.53515625,51438.1171875,48868.578125,49682.98046875,55737497453.0,0.00330563837155351,,,,49880.53515625
2021-05-15,,,,0.06,0.25,1.0,46760.1875,50639.6640625,46664.140625,49855.49609375,59161047474.0,-0.06255641898138342,,,,46760.1875
2021-05-16,,,,0.06,0.25,1.0,46456.05859375,49720.04296875,43963.3515625,46716.63671875,64047871555.0,-0.0065040138312105755,,,,46456.05859375
2021-05-17,,,,0.06,0.25,1.0,43537.51171875,46623.55859375,42207.2890625,46415.8984375,74903638450.0,-0.06282381595309616,,,,43537.51171875
2021-05-18,,,,0.06,0.25,1.0,42909.40234375,45812.45703125,42367.83203125,43488.05859375,56187365084.0,-0.014426855146374762,,,,42909.40234375
2021-05-19,,,,0.06,0.25,1.0,37002.44140625,43546.1171875,30681.49609375,42944.9765625,126358098747.0,-0.13766122609163733,,,,37002.44140625
2021-05-20,,,,0.06,0.25,1.0,40782.73828125,42462.984375,35050.6171875,36753.66796875,88281943359.0,0.10216344466291027,,,,40782.73828125
2021-05-21,,,,0.06,0.25,1.0,37304.69140625,42172.171875,33616.453125,40596.94921875,82051616861.0,-0.08528232829817228,,,,37304.69140625
2021-05-22,,,,0.06,0.25,1.0,37536.6328125,38831.0546875,35383.68359375,37371.03125,57377273240.0,0.006217486259949112,,,,37536.6328125
2021-05-23,,,,0.06,0.25,1.0,34770.58203125,38289.21875,31227.33984375,37531.44921875,78469274361.0,-0.0736893688644572,,,,34770.58203125
2021-05-24,,,,0.06,0.25,1.0,38705.98046875,39835.140625,34551.08203125,34700.36328125,67359584098.0,0.11318183957815453,,,,38705.98046875
2021-05-25,,,,0.06,0.25,1.0,38402.22265625,39776.3515625,36581.4296875,38795.78125,56211915803.0,-0.007847826326095597,,,,38402.22265625
2021-05-26,,,,0.06,0.25,1.0,39294.19921875,40782.078125,37905.8359375,38392.625,51346735160.0,0.023227211885217036,,,,39294.19921875
2021-05-27,,,,0.06,0.25,1.0,38436.96875,40379.6171875,37247.90234375,39316.890625,43210968721.0,-0.021815700174415475,,,,38436.96875
2021-05-28,,,,0.06,0.25,1.0,35697.60546875,38856.96875,34779.0390625,38507.08203125,55200191952.0,-0.07126897282320166,,,,35697.60546875
2021-05-29,,,,0.06,0.25,1.0,34616.06640625,37234.5,33693.9296875,35684.15625,45231013335.0,-0.03029724398312339,,,,34616.06640625
2021-05-30,,,,0.06,0.25,1.0,35678.12890625,36400.66796875,33520.73828125,34607.40625,31646080921.0,0.03068120125307594,,,,35678.12890625
2021-05-31,,,,0.06,0.25,1.0,37332.85546875,37468.25,34241.9453125,35658.59375,39009847639.0,0.04637929771620186,,,,37332.85546875
2021-06-01,,,,0.08,0.25,1.0,36684.92578125,37896.734375,35787.0859375,37293.79296875,34639423297.0,-0.017355481635803582,,,,36684.92578125
2021-06-02,,,,0.08,0.25,1.0,37575.1796875,38231.33984375,35966.30859375,36699.921875,33070867190.0,0.02426756732611457,,,,37575.1796875
2021-06-03,,,,0.08,0.25,1.0,39208.765625,39478.953125,37243.97265625,37599.41015625,35460750427.0,0.043475133082156336,,,,39208.765625
2021-06-04,,,,0.08,0.25,1.0,36894.40625,39242.484375,35717.72265625,39242.484375,41831090187.0,-0.05902658087058821,,,,36894.40625
2021-06-05,,,,0.08,0.25,1.0,35551.95703125,37917.71484375,34900.4140625,36880.15625,35959473399.0,-0.03638625350557034,,,,35551.95703125
2021-06-06,,,,0.08,0.25,1.0,35862.37890625,36436.421875,35304.578125,35538.609375,28913440585.0,0.008731498936251025,,,,35862.37890625
2021-06-07,,,,0.08,0.25,1.0,33560.70703125,36790.5703125,33480.640625,35835.265625,33683936663.0,-0.06418068028941804,,,,33560.70703125
2021-06-08,,,,0.08,0.25,1.0,33472.6328125,34017.38671875,31114.443359375,33589.51953125,49902050442.0,-0.0026243254847995168,,,,33472.6328125
2021-06-09,,,,0.08,0.25,1.0,37345.12109375,37537.37109375,32475.865234375,33416.9765625,53972919008.0,0.11569117681725527,,,,37345.12109375
2021-06-10,,,,0.08,0.25,1.0,36702.59765625,38334.32421875,35847.59375,37389.515625,43576032854.0,-0.01720501684509279,,,,36702.59765625
2021-06-11,,,,0.08,0.25,1.0,37334.3984375,37608.6953125,36044.44921875,36697.03125,38699736985.0,0.01721406171757467,,,,37334.3984375
2021-06-12,,,,0.08,0.25,1.0,35552.515625,37408.92578125,34728.19140625,37340.14453125,37924228550.0,-0.047727642256857994,,,,35552.515625
2021-06-13,,,,0.08,0.25,1.0,39097.859375,39322.78125,34864.109375,35555.7890625,40669112838.0,0.09972131894675185,,,,39097.859375
2021-06-14,,,,0.08,0.25,1.0,40218.4765625,40978.36328125,38757.28515625,39016.96875,43148914673.0,0.028661855288592664,,,,40218.4765625
2021-06-15,,,,0.08,0.25,1.0,40406.26953125,41295.26953125,39609.46875,40427.16796875,46420149185.0,0.004669320789865594,,,,40406.26953125
2021-06-16,,,,0.08,0.25,1.0,38347.0625,40516.77734375,38176.03515625,40168.69140625,39211635100.0,-0.05096256237308472,,,,38347.0625
2021-06-17,,,,0.08,0.25,1.0,38053.50390625,39513.671875,37439.67578125,38341.421875,37096670047.0,-0.007655308506355651,,,,38053.50390625
2021-06-18,,,,0.08,0.25,1.0,35787.24609375,38187.26171875,35255.85546875,38099.4765625,36200887275.0,-0.0595545108824469,,,,35787.24609375
2021-06-19,,,,0.08,0.25,1.0,35615.87109375,36457.796875,34933.0625,35854.52734375,31207279719.0,-0.004788717174578294,,,,35615.87109375
2021-06-20,,,,0.08,0.25,1.0,35698.296875,36059.484375,33432.07421875,35563.140625,36664034054.0,0.002314299179515533,,,,35698.296875
2021-06-21,,,,0.08,0.25,1.0,31676.693359375,35721.640625,31295.935546875,35641.14453125,52809038594.0,-0.11265533282181261,,,,31676.693359375
2021-06-22,,,,0.08,0.25,1.0,32505.66015625,33292.453125,28893.62109375,31622.376953125,58964353058.0,0.02616961270137308,,,,32505.66015625
2021-06-23,,,,0.08,0.25,1.0,33723.02734375,34753.41015625,31772.6328125,32515.71484375,46317108925.0,0.0374509295196066,,,,33723.02734375
2021-06-24,,,,0.08,0.25,1.0,34662.4375,35228.8515625,32385.21484375,33682.80078125,33123368116.0,0.027856637741157764,,,,34662.4375
2021-06-25,,,,0.08,0.25,1.0,31637.779296875,35487.24609375,31350.884765625,34659.10546875,40230904226.0,-0.0872604012088013,,,,31637.779296875
2021-06-26,,,,0.08,0.25,1.0,32186.27734375,32637.587890625,30184.501953125,31594.6640625,38585385521.0,0.017336806155961115,,,,32186.27734375
2021-06-27,,,,0.08,0.25,1.0,34649.64453125,34656.12890625,32071.7578125,32287.5234375,35511640894.0,0.07653470332064805,,,,34649.64453125
2021-06-28,,,,0.08,0.25,1.0,34434.3359375,35219.890625,33902.07421875,34679.12109375,33892523752.0,-0.006213875976586625,,,,34434.3359375
2021-06-29,,,,0.08,0.25,1.0,35867.77734375,36542.109375,34252.484375,34475.55859375,37901460044.0,0.04162825758718758,,,,35867.77734375
2021-06-30,,,,0.08,0.25,1.0,35040.8359375,36074.7578125,34086.15234375,35908.38671875,34059036099.0,-0.02305527321430456,,,,35040.8359375
2021-07-01,,,,0.1,0.25,1.0,33572.1171875,35035.984375,32883.78125,35035.984375,37838957079.0,-0.04191448950075438,,,,33572.1171875
2021-07-02,,,,0.1,0.25,1.0,33897.046875,33939.58984375,32770.6796875,33549.6015625,38728974942.0,0.00967855812266083,,,,33897.046875
2021-07-03,,,,0.1,0.25,1.0,34668.546875,34909.26171875,33402.6953125,33854.421875,24383958643.0,0.022760094790705843,,,,34668.546875
2021-07-04,,,,0.1,0.25,1.0,35287.78125,35937.56640625,34396.4765625,34665.56640625,24924307911.0,0.017861561294527206,,,,35287.78125
2021-07-05,,,,0.1,0.25,1.0,33746.00390625,35284.34375,33213.66015625,35284.34375,26721554282.0,-0.043691535402215154,,,,33746.00390625
2021-07-06,,,,0.1,0.25,1.0,34235.1953125,35038.53515625,33599.91796875,33723.5078125,26501259870.0,0.014496276584600176,,,,34235.1953125
2021-07-07,,,,0.1,0.25,1.0,33855.328125,34997.6640625,33839.2890625,34225.6796875,24796027477.0,-0.011095808977648836,,,,33855.328125
2021-07-08,,,,0.1,0.25,1.0,32877.37109375,33907.90625,32133.18359375,33889.60546875,29910396946.0,-0.028886355129662422,,,,32877.37109375
2021-07-09,,,,0.1,0.25,1.0,33798.01171875,34042.29296875,32318.880859375,32861.671875,27436021028.0,0.02800225791699673,,,,33798.01171875
2021-07-10,,,,0.1,0.25,1.0,33520.51953125,34209.0703125,33116.01171875,33811.2421875,22971873468.0,-0.008210311003178261,,,,33520.51953125
2021-07-11,,,,0.1,0.25,1.0,34240.1875,34584.703125,33346.73828125,33509.078125,20108729370.0,0.021469475378479208,,,,34240.1875
2021-07-12,,,,0.1,0.25,1.0,33155.84765625,34592.15625,32697.30859375,34254.015625,24321499537.0,-0.031668630428790756,,,,33155.84765625
2021-07-13,,,,0.1,0.25,1.0,32702.025390625,33327.1015625,32261.419921875,33125.46875,19120856669.0,-0.013687548281983153,,,,32702.025390625
2021-07-14,,,,0.1,0.25,1.0,32822.34765625,33061.3984375,31639.125,32723.845703125,21376531210.0,0.003679352094793975,,,,32822.34765625
2021-07-15,,,,0.1,0.25,1.0,31780.73046875,33159.640625,31175.708984375,32827.875,21300524237.0,-0.031734999531688124,,,,31780.73046875
2021-07-16,,,,0.1,0.25,1.0,31421.5390625,32218.40625,31100.673828125,31841.55078125,23699476918.0,-0.011302175908234458,,,,31421.5390625
2021-07-17,,,,0.1,0.25,1.0,31533.068359375,31935.9453125,31223.990234375,31397.30859375,18895018942.0,0.003549453661488622,,,,31533.068359375
2021-07-18,,,,0.1,0.25,1.0,31796.810546875,32398.99609375,31215.4921875,31533.884765625,18787986667.0,0.008363987433579023,,,,31796.810546875
2021-07-19,,,,0.1,0.25,1.0,30817.83203125,31885.859375,30563.734375,31800.01171875,20434789545.0,-0.030788575922789052,,,,30817.83203125
2021-07-20,,,,0.1,0.25,1.0,29807.34765625,31006.1875,29360.955078125,30838.28515625,23148267245.0,-0.03278895069501786,,,,29807.34765625
2021-07-21,,,,0.1,0.25,1.0,32110.693359375,32752.326171875,29526.18359375,29796.28515625,28203024559.0,0.07727442675168827,,,,32110.693359375
2021-07-22,,,,0.1,0.25,1.0,32313.10546875,32576.400390625,31745.298828125,32138.873046875,19555230518.0,0.006303573302191001,,,,32313.10546875
2021-07-23,,,,0.1,0.25,1.0,33581.55078125,33581.55078125,32057.892578125,32305.958984375,22552046192.0,0.03925482537500802,,,,33581.55078125
2021-07-24,,,,0.1,0.25,1.0,34292.4453125,34490.390625,33424.859375,33593.73046875,21664706865.0,0.021169199000986128,,,,34292.4453125
2021-07-25,,,,0.1,0.25,1.0,35350.1875,35364.92578125,33881.8359375,34290.29296875,20856685287.0,0.030844758309330533,,,,35350.1875
2021-07-26,,,,0.1,0.25,1.0,37337.53515625,40499.67578125,35287.3125,35384.03125,51022126212.0,0.05621887171744144,,,,37337.53515625
2021-07-27,,,,0.1,0.25,1.0,39406.94140625,39406.94140625,36441.7265625,37276.03515625,35097370560.0,0.055424286615063156,,,,39406.94140625
2021-07-28,,,,0.1,0.25,1.0,39995.90625,40816.0703125,38862.4375,39503.1875,38702404695.0,0.014945713184850051,,,,39995.90625
2021-07-29,,,,0.1,0.25,1.0,40008.421875,40593.0703125,39352.05859375,39995.453125,27167146027.0,0.00031292265067750513,,,,40008.421875
2021-07-30,,,,0.1,0.25,1.0,42235.546875,42235.546875,38397.35546875,40027.484375,33072782960.0,0.055666404612466414,,,,42235.546875
2021-07-31,,,,0.1,0.25,1.0,41626.1953125,42231.44921875,41110.83203125,42196.3046875,25802845343.0,-0.014427457617713135,,,,41626.1953125
2021-08-01,,,,0.09,0.25,1.0,39974.89453125,42541.6796875,39540.94140625,41460.84375,26688438115.0,-0.039669750474507826,,,,39974.89453125
2021-08-02,,,,0.09,0.25,1.0,39201.9453125,40419.1796875,38746.34765625,39907.26171875,25595265436.0,-0.019335866368471732,,,,39201.9453125
2021-08-03,,,,0.09,0.25,1.0,38152.98046875,39750.03125,37782.05078125,39178.40234375,26189830450.0,-0.02675797936526192,,,,38152.98046875
2021-08-04,,,,0.09,0.25,1.0,39747.50390625,39952.296875,37589.1640625,38213.33203125,25372562724.0,0.041792893187100555,,,,39747.50390625
2021-08-05,,,,0.09,0.25,1.0,40869.5546875,41341.93359375,37458.00390625,39744.515625,35185031017.0,0.02822946527400849,,,,40869.5546875
2021-08-06,,,,0.09,0.25,1.0,42816.5,43271.66015625,39932.1796875,40865.8671875,38226483046.0,0.04763803587748594,,,,42816.5
2021-08-07,,,,0.09,0.25,1.0,44555.80078125,44689.859375,42618.56640625,42832.796875,40030862141.0,0.04062220829002827,,,,44555.80078125
2021-08-08,,,,0.09,0.25,1.0,43798.1171875,45282.3515625,43331.91015625,44574.4375,36302664750.0,-0.017005273846830926,,,,43798.1171875
2021-08-09,,,,0.09,0.25,1.0,46365.40234375,46456.83203125,42848.6875,43791.92578125,38734079049.0,0.058616336068955555,,,,46365.40234375
2021-08-10,,,,0.09,0.25,1.0,45585.03125,46637.98828125,44705.5546875,46280.84765625,33546019517.0,-0.016830892309838696,,,,45585.03125
2021-08-11,,,,0.09,0.25,1.0,45593.63671875,46735.6328125,45351.7109375,45599.703125,34319709073.0,0.00018877838873909702,,,,45593.63671875
2021-08-12,,,,0.09,0.25,1.0,44428.2890625,46228.91015625,43861.4453125,45576.87890625,33723620826.0,-0.02555943636254754,,,,44428.2890625
2021-08-13,,,,0.09,0.25,1.0,47793.3203125,47831.9765625,44282.41796875,44439.69140625,31744259539.0,0.07574073458615982,,,,47793.3203125
2021-08-14,,,,0.09,0.25,1.0,47096.9453125,48098.68359375,46177.6328125,47810.6875,31211354442.0,-0.01457055076832292,,,,47096.9453125
2021-08-15,,,,0.09,0.25,1.0,47047.00390625,47357.10546875,45579.58984375,47096.66796875,30988958446.0,-0.0010603958689597848,,,,47047.00390625
2021-08-16,,,,0.09,0.25,1.0,46004.484375,47998.09765625,45700.3203125,47019.9609375,32776876610.0,-0.02215910567498447,,,,46004.484375
2021-08-17,,,,0.09,0.25,1.0,44695.359375,47139.5703125,44512.41796875,45936.45703125,33451362600.0,-0.028456465011732934,,,,44695.359375
2021-08-18,,,,0.09,0.25,1.0,44801.1875,45952.0625,44364.02734375,44686.75,32194123075.0,0.002367765389513554,,,,44801.1875
2021-08-19,,,,0.09,0.25,1.0,46717.578125,46970.76171875,43998.31640625,44741.8828125,37204312299.0,0.04277544261522093,,,,46717.578125
2021-08-20,,,,0.09,0.25,1.0,49339.17578125,49342.15234375,46650.70703125,46723.12109375,34706867452.0,0.056115872471717454,,,,49339.17578125
2021-08-21,,,,0.09,0.25,1.0,48905.4921875,49717.01953125,48312.19921875,49327.07421875,40585205312.0,-0.008789842693618932,,,,48905.4921875
2021-08-22,,,,0.09,0.25,1.0,49321.65234375,49471.609375,48199.94140625,48869.10546875,25370975378.0,0.00850947690403503,,,,49321.65234375
2021-08-23,,,,0.09,0.25,1.0,49546.1484375,50482.078125,49074.60546875,49291.67578125,34305053719.0,0.004551674225862445,,,,49546.1484375
2021-08-24,,,,0.09,0.25,1.0,47706.1171875,49878.76953125,47687.1171875,49562.34765625,35361168834.0,-0.037137725293038826,,,,47706.1171875
2021-08-25,,,,0.09,0.25,1.0,48960.7890625,49202.87890625,47163.61328125,47727.2578125,32646349931.0,0.02630002081428562,,,,48960.7890625
2021-08-26,,,,0.09,0.25,1.0,46942.21875,49347.58203125,46405.78125,49002.640625,32666549568.0,-0.04122830434622349,,,,46942.21875
2021-08-27,,,,0.09,0.25,1.0,49058.66796875,49112.78515625,46394.28125,46894.5546875,34511076995.0,0.04508626296557394,,,,49058.66796875
2021-08-28,,,,0.09,0.25,1.0,48902.40234375,49283.50390625,48499.23828125,49072.5859375,28568103401.0,-0.003185280633781984,,,,48902.40234375
2021-08-29,,,,0.09,0.25,1.0,48829.83203125,49644.11328125,47925.85546875,48911.25,25889650240.0,-0.0014839825657210204,,,,48829.83203125
2021-08-30,,,,0.09,0.25,1.0,47054.984375,48925.60546875,46950.2734375,48834.8515625,31847007016.0,-0.0363476092875793,,,,47054.984375
2021-08-31,,,,0.09,0.25,1.0,47166.6875,48189.55078125,46750.09375,47024.33984375,34730363427.0,0.0023738850726162664,,,,47166.6875
2021-09-01,,,,0.08,0.25,1.0,48847.02734375,49111.08984375,46562.4375,47099.7734375,39139399125.0,0.03562556399047523,,,,48847.02734375
2021-09-02,,,,0.08,0.25,1.0,49327.72265625,50343.421875,48652.3203125,48807.84765625,39508070319.0,0.009840830417728652,,,,49327.72265625
2021-09-03,,,,0.08,0.25,1.0,50025.375,50982.2734375,48386.0859375,49288.25,43206179619.0,0.014143210068944922,,,,50025.375
2021-09-04,,,,0.08,0.25,1.0,49944.625,50545.58203125,49548.78125,50009.32421875,37471327794.0,-0.0016141808032423821,,,,49944.625
2021-09-05,,,,0.08,0.25,1.0,51753.41015625,51868.6796875,49538.59765625,49937.859375,30322676319.0,0.03621581213694158,,,,51753.41015625
2021-09-06,,,,0.08,0.25,1.0,52633.53515625,52700.94140625,51053.6796875,51769.00390625,38884105426.0,0.017006125728580734,,,,52633.53515625
2021-09-07,,,,0.08,0.25,1.0,46811.12890625,52853.765625,43285.20703125,52660.48046875,65210059683.0,-0.1106216071695616,,,,46811.12890625
2021-09-08,,,,0.08,0.25,1.0,46091.390625,47334.0546875,44561.39453125,46827.76171875,49007762488.0,-0.015375366885328479,,,,46091.390625
2021-09-09,,,,0.08,0.25,1.0,46391.421875,47261.94921875,45669.73828125,45774.7421875,38672657013.0,0.006509485739778498,,,,46391.421875
2021-09-10,,,,0.08,0.25,1.0,44883.91015625,47031.7421875,44344.484375,46396.6640625,39154666597.0,-0.032495484247323514,,,,44883.91015625
2021-09-11,,,,0.08,0.25,1.0,45201.45703125,45969.29296875,44818.265625,44869.83984375,34499835245.0,0.0070748487352050304,,,,45201.45703125
2021-09-12,,,,0.08,0.25,1.0,46063.26953125,46364.87890625,44790.4609375,45206.62890625,27881980161.0,0.019066033632592516,,,,46063.26953125
2021-09-13,,,,0.08,0.25,1.0,44963.07421875,46598.6796875,43591.3203125,46057.21484375,40969943253.0,-0.023884438158555232,,,,44963.07421875
2021-09-14,,,,0.08,0.25,1.0,47092.4921875,47218.125,44752.33203125,44960.05078125,38652152880.0,0.0473592610325122,,,,47092.4921875
2021-09-15,,,,0.08,0.25,1.0,48176.34765625,48450.46875,46773.328125,47098.0,30484496466.0,0.023015462091804384,,,,48176.34765625
2021-09-16,,,,0.08,0.25,1.0,47783.359375,48486.828125,47079.55859375,48158.90625,31764293754.0,-0.008157286726135138,,,,47783.359375
2021-09-17,,,,0.08,0.25,1.0,47267.51953125,48160.921875,46832.5234375,47771.00390625,28727713711.0,-0.010795386730801604,,,,47267.51953125
2021-09-18,,,,0.08,0.25,1.0,48278.36328125,48791.78125,47087.28515625,47273.52734375,28575630451.0,0.021385589090024082,,,,48278.36328125
